contigid	V1	V2	cluster	ps	phylum	class	order	family	genus
OAPGCV052240	OAPGCV037017_14	OAPGCV052240_49	PC_213703	PC_213703	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV052241	OAPGCV042885_3	OAPGCV052241_6	PC_273703	PC_273703	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV052241	OAPGCV052335_24	OAPGCV052241_24	PC_317069	PC_317069	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV052242	OAPGCV054903_47	OAPGCV052242_9	PC_326675	PC_326675	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV052242	OAPGCV000461_50	OAPGCV052242_50	PC_9061	PC_9061	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV052243	OAPGCV019375_31	OAPGCV052243_27	PC_135649	PC_135649	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV052243	OAPGCV000436_39	OAPGCV052243_43	PC_8656	PC_8656	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV052244	OAPGCV063097_2	OAPGCV052244_36	PC_373996	PC_373996	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Lancefieldella
OAPGCV052245	OAPGCV011395_3	OAPGCV052245_14	PC_101698	PC_101698	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__Saccharimonadaceae	g__Saccharimonas
OAPGCV052245	OAPGCV011395_3	OAPGCV052245_14	PC_101698	PC_101698	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__Nanosynbacteraceae	g__Nanosynbacter
OAPGCV052245	OAPGCV011395_3	OAPGCV052245_14	PC_101698	PC_101698	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__Nanogingivalaceae	g__Nanogingivalis
OAPGCV052246	OAPGCV019304_74	OAPGCV052246_54	PC_135484	PC_135484	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces
OAPGCV052247	OAPGCV001603_20	OAPGCV052247_20	PC_26968	PC_26968	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV052247	OAPGCV034495_54	OAPGCV052247_4	PC_202232	PC_202232	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV052249	OAPGCV059086_13	OAPGCV052249_40	PC_353800	PC_353800	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV052249	OAPGCV059086_13	OAPGCV052249_40	PC_353800	PC_353800	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV052249	OAPGCV009406_44	OAPGCV052249_46	PC_90904	PC_90904	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV052249	OAPGCV009406_44	OAPGCV052249_46	PC_90904	PC_90904	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV052250	OAPGCV007666_7	OAPGCV052250_18	PC_81119	PC_81119	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV052251	OAPGCV006597_6	OAPGCV052251_4	PC_74217	PC_74217	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	g__Porphyromonas
OAPGCV052252	OAPGCV012812_53	OAPGCV052252_45	PC_108718	PC_108718	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Granulicatella
OAPGCV052253	OAPGCV052253_16	OAPGCV052253_16	PC_316902	PC_316902	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV052253	OAPGCV050589_10	OAPGCV052253_10	PC_311106	PC_311106	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV052254	OAPGCV032021_18	OAPGCV052254_13	PC_190318	PC_190318	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces
OAPGCV052255	OAPGCV004125_24	OAPGCV052255_10	PC_55372	PC_55372	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV052256	OAPGCV037017_14	OAPGCV052256_76	PC_213703	PC_213703	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces
OAPGCV052257	OAPGCV027859_56	OAPGCV052257_41	PC_165938	PC_165938	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__Neisseria
OAPGCV052257	OAPGCV000002_54	OAPGCV052257_36	PC_76	PC_76	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__Neisseria
OAPGCV052257	OAPGCV008037_3	OAPGCV052257_38	PC_83337	PC_83337	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__Neisseria
OAPGCV052257	OAPGCV042505_37	OAPGCV052257_34	PC_272219	PC_272219	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__Neisseria
OAPGCV052258	OAPGCV002221_61	OAPGCV052258_121	PC_35483	PC_35483	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV052259	OAPGCV044429_60	OAPGCV052259_13	PC_278152	PC_278152	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Granulicatella
OAPGCV052259	OAPGCV044429_60	OAPGCV052259_13	PC_278152	PC_278152	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV052260	OAPGCV043141_3	OAPGCV052260_52	PC_274350	PC_274350	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV052260	OAPGCV006434_9	OAPGCV052260_5	PC_72982	PC_72982	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV052261	OAPGCV022297_7	OAPGCV052261_22	PC_146314	PC_146314	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV052261	OAPGCV023475_17	OAPGCV052261_18	PC_150173	PC_150173	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV052262	OAPGCV048731_3	OAPGCV052262_31	PC_302609	PC_302609	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus
OAPGCV052265	OAPGCV005232_18	OAPGCV052265_7	PC_64796	PC_64796	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV052266	OAPGCV006173_58	OAPGCV052266_4	PC_70969	PC_70969	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Bulleidia
OAPGCV052266	OAPGCV014894_40	OAPGCV052266_10	PC_118598	PC_118598	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Bulleidia
OAPGCV052267	OAPGCV009827_3	OAPGCV052267_22	PC_93431	PC_93431	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	g__Porphyromonas
OAPGCV052268	OAPGCV032452_20	OAPGCV052268_10	PC_194069	PC_194069	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces
OAPGCV052269	OAPGCV000461_50	OAPGCV052269_22	PC_9061	PC_9061	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV052270	OAPGCV050517_17	OAPGCV052270_19	PC_310915	PC_310915	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV052270	OAPGCV040827_49	OAPGCV052270_29	PC_265850	PC_265850	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV052271	OAPGCV042051_10	OAPGCV052271_48	PC_270697	PC_270697	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella
OAPGCV052272	OAPGCV034217_50	OAPGCV052272_7	PC_201423	PC_201423	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV052272	OAPGCV034495_54	OAPGCV052272_61	PC_202232	PC_202232	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV052273	OAPGCV050012_29	OAPGCV052273_31	PC_309516	PC_309516	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV052273	OAPGCV004335_42	OAPGCV052273_47	PC_57401	PC_57401	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV052273	OAPGCV064468_10	OAPGCV052273_39	PC_380217	PC_380217	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV052274	OAPGCV034495_54	OAPGCV052274_53	PC_202232	PC_202232	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV052274	OAPGCV052335_24	OAPGCV052274_36	PC_317069	PC_317069	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV052275	OAPGCV042807_22	OAPGCV052275_4	PC_273408	PC_273408	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV052275	OAPGCV042807_22	OAPGCV052275_3	PC_273408	PC_273408	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV052275	OAPGCV054903_47	OAPGCV052275_45	PC_326675	PC_326675	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV052276	OAPGCV011395_3	OAPGCV052276_14	PC_101698	PC_101698	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__Saccharimonadaceae	g__Saccharimonas
OAPGCV052276	OAPGCV011395_3	OAPGCV052276_14	PC_101698	PC_101698	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__Nanosynbacteraceae	g__Nanosynbacter
OAPGCV052276	OAPGCV011395_3	OAPGCV052276_14	PC_101698	PC_101698	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__Nanogingivalaceae	g__Nanogingivalis
OAPGCV052276	OAPGCV011395_3	OAPGCV052276_14	PC_101698	PC_101698	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__CAMUQR01	g__CAMUQR01
OAPGCV052277	OAPGCV012812_53	OAPGCV052277_2	PC_108718	PC_108718	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Granulicatella
OAPGCV052279	OAPGCV001813_239	OAPGCV052279_131	PC_29884	PC_29884	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV052279	OAPGCV019639_158	OAPGCV052279_52	PC_136579	PC_136579	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV052279	OAPGCV003290_44	OAPGCV052279_197	PC_46999	PC_46999	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV052280	OAPGCV050002_40	OAPGCV052280_39	PC_309501	PC_309501	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV052280	OAPGCV002188_115	OAPGCV052280_44	PC_35015	PC_35015	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV052280	OAPGCV000633_83	OAPGCV052280_125	PC_12063	PC_12063	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV052281	OAPGCV042885_3	OAPGCV052281_14	PC_273703	PC_273703	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV052282	OAPGCV053721_21	OAPGCV052282_13	PC_321964	PC_321964	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Granulicatella
OAPGCV052282	OAPGCV004319_51	OAPGCV052282_5	PC_57185	PC_57185	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Granulicatella
OAPGCV052282	OAPGCV003027_4	OAPGCV052282_7	PC_44337	PC_44337	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Granulicatella
OAPGCV052283	OAPGCV004286_1	OAPGCV052283_6	PC_57002	PC_57002	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__Mogibacterium
OAPGCV052284	OAPGCV042807_22	OAPGCV052284_4	PC_273408	PC_273408	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV052286	OAPGCV028094_15	OAPGCV052286_8	PC_166575	PC_166575	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces
OAPGCV052288	OAPGCV059207_17	OAPGCV052288_46	PC_354037	PC_354037	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Lancefieldella
OAPGCV052289	OAPGCV053298_51	OAPGCV052289_144	PC_320795	PC_320795	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV052289	OAPGCV053298_51	OAPGCV052289_144	PC_320795	PC_320795	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Lancefieldella
OAPGCV052289	OAPGCV053298_51	OAPGCV052289_144	PC_320795	PC_320795	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV052289	OAPGCV053298_51	OAPGCV052289_144	PC_320795	PC_320795	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Bulleidia
OAPGCV052292	OAPGCV042885_3	OAPGCV052292_37	PC_273703	PC_273703	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV052292	OAPGCV013848_8	OAPGCV052292_32	PC_113468	PC_113468	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV052292	OAPGCV011908_11	OAPGCV052292_30	PC_103918	PC_103918	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV052293	OAPGCV037502_46	OAPGCV052293_54	PC_216932	PC_216932	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV052294	OAPGCV017940_18	OAPGCV052294_9	PC_130305	PC_130305	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Limosilactobacillus
OAPGCV052294	OAPGCV052294_10	OAPGCV052294_10	PC_316960	PC_316960	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Limosilactobacillus
OAPGCV052294	OAPGCV006759_62	OAPGCV052294_56	PC_75454	PC_75454	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Limosilactobacillus
OAPGCV052294	OAPGCV052294_12	OAPGCV052294_12	PC_316961	PC_316961	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Limosilactobacillus
OAPGCV052294	OAPGCV052294_27	OAPGCV052294_27	PC_316963	PC_316963	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Limosilactobacillus
OAPGCV052294	OAPGCV006759_62	OAPGCV052294_1	PC_75454	PC_75454	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Limosilactobacillus
OAPGCV052295	OAPGCV019375_31	OAPGCV052295_31	PC_135649	PC_135649	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV052295	OAPGCV000436_39	OAPGCV052295_15	PC_8656	PC_8656	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV052296	OAPGCV019304_74	OAPGCV052296_73	PC_135484	PC_135484	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV052297	OAPGCV001306_63	OAPGCV052297_16	PC_24110	PC_24110	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium_J
OAPGCV052297	OAPGCV026625_57	OAPGCV052297_10	PC_161166	PC_161166	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium_J
OAPGCV052298	OAPGCV034495_54	OAPGCV052298_5	PC_202232	PC_202232	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV052298	OAPGCV001603_20	OAPGCV052298_20	PC_26968	PC_26968	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV052300	OAPGCV021230_50	OAPGCV052300_49	PC_142300	PC_142300	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Rothia
OAPGCV052301	OAPGCV023920_51	OAPGCV052301_10	PC_151683	PC_151683	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV052303	OAPGCV006324_28	OAPGCV052303_39	PC_72553	PC_72553	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Lancefieldella
OAPGCV052303	OAPGCV063097_2	OAPGCV052303_46	PC_373996	PC_373996	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Lancefieldella
OAPGCV052305	OAPGCV002277_56	OAPGCV052305_68	PC_36089	PC_36089	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV052305	OAPGCV001350_44	OAPGCV052305_23	PC_24958	PC_24958	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV052306	OAPGCV012812_53	OAPGCV052306_7	PC_108718	PC_108718	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Granulicatella
OAPGCV052308	OAPGCV056085_2	OAPGCV052308_50	PC_330861	PC_330861	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV052308	OAPGCV008412_50	OAPGCV052308_10	PC_85199	PC_85199	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV052308	OAPGCV043141_3	OAPGCV052308_2	PC_274350	PC_274350	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV052309	OAPGCV019375_31	OAPGCV052309_47	PC_135649	PC_135649	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV052309	OAPGCV000436_39	OAPGCV052309_31	PC_8656	PC_8656	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV052310	OAPGCV004082_47	OAPGCV052310_38	PC_54772	PC_54772	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV052312	OAPGCV032370_63	OAPGCV052312_37	PC_193290	PC_193290	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV052313	OAPGCV042885_3	OAPGCV052313_52	PC_273703	PC_273703	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV052314	OAPGCV063097_2	OAPGCV052314_5	PC_373996	PC_373996	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Lancefieldella
OAPGCV052315	OAPGCV042807_22	OAPGCV052315_5	PC_273408	PC_273408	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV052315	OAPGCV052335_24	OAPGCV052315_20	PC_317069	PC_317069	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV052315	OAPGCV030211_64	OAPGCV052315_2	PC_177970	PC_177970	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV052315	OAPGCV054903_47	OAPGCV052315_46	PC_326675	PC_326675	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV052316	OAPGCV065141_15	OAPGCV052316_39	PC_382864	PC_382864	p__Patescibacteria	c__JAEDAM01	o__Absconditabacterales	f__Absconditicoccaceae	g__HOT-345
OAPGCV052317	OAPGCV007693_107	OAPGCV052317_163	PC_81331	PC_81331	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV052318	OAPGCV055231_51	OAPGCV052318_3	PC_327386	PC_327386	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV052319	OAPGCV002107_28	OAPGCV052319_26	PC_34093	PC_34093	p__Bacillota	c__Bacilli	o__Staphylococcales	f__Gemellaceae	g__Gemella
OAPGCV052319	OAPGCV000576_44	OAPGCV052319_3	PC_11125	PC_11125	p__Bacillota	c__Bacilli	o__Staphylococcales	f__Gemellaceae	g__Gemella
OAPGCV052321	OAPGCV057244_52	OAPGCV052321_2	PC_335600	PC_335600	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV052322	OAPGCV011594_1	OAPGCV052322_59	PC_102695	PC_102695	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV052322	OAPGCV016900_2	OAPGCV052322_53	PC_126280	PC_126280	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV052324	OAPGCV034495_54	OAPGCV052324_59	PC_202232	PC_202232	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV052324	OAPGCV002678_24	OAPGCV052324_55	PC_41379	PC_41379	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV052325	OAPGCV026625_57	OAPGCV052325_39	PC_161166	PC_161166	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium_J
OAPGCV052325	OAPGCV000610_10	OAPGCV052325_45	PC_11494	PC_11494	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium_J
OAPGCV052328	OAPGCV012489_12	OAPGCV052328_29	PC_106872	PC_106872	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Lancefieldella
OAPGCV052329	OAPGCV009512_43	OAPGCV052329_2	PC_91511	PC_91511	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV052330	OAPGCV020982_58	OAPGCV052330_13	PC_141679	PC_141679	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV052330	OAPGCV020982_58	OAPGCV052330_13	PC_141679	PC_141679	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Lancefieldella
OAPGCV052330	OAPGCV020982_58	OAPGCV052330_13	PC_141679	PC_141679	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV052330	OAPGCV048360_31	OAPGCV052330_35	PC_300696	PC_300696	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV052330	OAPGCV048360_31	OAPGCV052330_35	PC_300696	PC_300696	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Lancefieldella
OAPGCV052330	OAPGCV048360_31	OAPGCV052330_35	PC_300696	PC_300696	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV052331	OAPGCV004945_37	OAPGCV052331_24	PC_62689	PC_62689	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV052331	OAPGCV001528_56	OAPGCV052331_16	PC_26207	PC_26207	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV052333	OAPGCV000266_18	OAPGCV052333_18	PC_5855	PC_5855	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV052335	OAPGCV052335_24	OAPGCV052335_24	PC_317069	PC_317069	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV052335	OAPGCV034495_54	OAPGCV052335_7	PC_202232	PC_202232	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV052335	OAPGCV020689_11	OAPGCV052335_14	PC_140220	PC_140220	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV052337	OAPGCV052337_1	OAPGCV052337_1	PC_317072	PC_317072	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV052337	OAPGCV004082_47	OAPGCV052337_55	PC_54772	PC_54772	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV052339	OAPGCV014471_9	OAPGCV052339_11	PC_116363	PC_116363	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV052340	OAPGCV059086_13	OAPGCV052340_17	PC_353800	PC_353800	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV052340	OAPGCV009406_44	OAPGCV052340_11	PC_90904	PC_90904	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV052342	OAPGCV001557_5	OAPGCV052342_35	PC_26448	PC_26448	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__Nanogingivalaceae	g__Nanogingivalis
OAPGCV052342	OAPGCV001557_5	OAPGCV052342_35	PC_26448	PC_26448	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__Nanosynbacteraceae	g__Nanosynbacter
OAPGCV052344	OAPGCV023475_17	OAPGCV052344_16	PC_150173	PC_150173	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV052344	OAPGCV022297_7	OAPGCV052344_20	PC_146314	PC_146314	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV052345	OAPGCV032370_63	OAPGCV052345_33	PC_193290	PC_193290	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV052346	OAPGCV045665_58	OAPGCV052346_39	PC_287508	PC_287508	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV052346	OAPGCV037021_4	OAPGCV052346_45	PC_213762	PC_213762	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV052348	OAPGCV033307_43	OAPGCV052348_39	PC_198436	PC_198436	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV052348	OAPGCV033307_43	OAPGCV052348_39	PC_198436	PC_198436	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV052348	OAPGCV033307_43	OAPGCV052348_39	PC_198436	PC_198436	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Bulleidia
